Gene_ID	DMSO_rep1	DMSO_rep2	GSK_rep1	GSK_rep2
LOC105379586	0	0	0	0
LOC105377775	0	0	0	0
LOC105379627	0	0	0	0
FAM20C	5438	5603	10044	9504
LOC105375115	0	0	0	0
LINC03014	434	543	189	234
LINC03015	85	122	46	50
LOC105375114	0	0	0	4
LOC101929756	2	4	2	0
LOC105375113	12	5	22	15
LOC105375112	2	5	19	22
LOC102723872	6	2	14	8
RNU1-79P	0	0	0	0
LOC107987429	0	0	0	0
LOC124905367	0	0	0	0
ABCF1-DT	0	0	0	0
HCG4P5	15	6	0	8
LOC124905366	0	0	0	0
LOC107987427	0	0	0	0
LOC124905365	0	0	0	0
LOC105375006	0	0	0	0
TRA-CGC5-1	0	0	0	0
TRA-CGC2-1	0	0	0	0
TRA-AGC4-1	0	1	0	0
LINC00533	0	0	0	0
TRT-CGT3-1	0	0	0	0
TRA-TGC2-1	2	0	6	2
TRA-TGC9-1	0	0	0	0
LOC105374996	0	0	0	0
TRA-AGC3-1	2	3	4	9
TRS-GCT4-1	0	0	0	1
TRQ-TTG2-1	24	6	43	16
ZBED9	1548	1551	1013	1080
TRR-TCG5-1	0	0	0	0
LOC107986586	11	4	7	8
TRI-TAT3-1	3	8	12	22
GPX5	0	0	0	0
GPX6	0	0	0	0
PROP1	0	0	2	0
SUDS3P1	107	136	122	193
LOC100128340	38	19	33	55
LOC124901146	0	0	0	2
LOC728554	1667	1822	3806	3924
MCCC2	21486	22544	17431	19135
LOC124900999	40	71	42	32
HMGN1P12	0	0	0	0
LOC100419852	0	0	0	0
BDP1	8870	9416	7804	10312
LOC107987420	0	0	0	0
PMCHL2	0	0	0	0
LOC105379025	0	0	0	0
LINC02197	0	0	0	0
LOC441081	1	0	4	0
GUSBP17	54	65	54	71
LOC107987433	0	0	0	0
LOC728452	0	0	0	0
GUSBP9	166	117	124	163
CDH12P4	0	0	0	0
NAIPP4	28	47	26	23
GTF2H2	487	408	345	474
NAIPP1	0	0	0	0
NAIP	23	14	26	11
SMN1	517	590	661	770
SERF1A	17	18	6	12
CDH12P3	0	2	0	0
NAIPP2	80	79	112	85
SMN2	281	281	308	455
SERF1B	122	129	99	149
CDH12P2	0	0	0	0
LOC105369228	0	0	0	0
LOC105379023	0	0	0	0
LOC112268330	0	0	0	0
LOC728506	0	1	0	2
GUSBP15	19	37	51	25
LOC105379623	0	0	0	0
RARRES2P4	1	0	0	0
FRG2	0	0	0	0
DUX4L9	0	0	0	0
RNA5SP175	0	0	0	0
RNA5SP174	0	0	0	0
TUBB7P	0	2	4	0
MLLT10P2	0	0	0	0
FRG1	821	1512	685	1589
LOC124905369	0	0	0	0
LINC01881	446	409	257	347
LINC01880	2	1	0	4
LOC105373980	0	0	0	0
LOC285097	8	1	0	2
LINC01238	2	0	14	6
LINC01237	2	4	10	4
LOC124905368	6	2	2	2
IGKV1OR2-118	0	0	0	0
LOC101926946	0	0	0	0
LOC105374866	0	0	0	0
OR2G6	0	0	0	0
OR2AS2P	0	0	0	0
OR2T5	0	0	0	0
OR2T3	0	0	0	0
LOC105373279	0	0	0	0
OR2T2	0	0	0	0
OR2T7	0	0	0	0
OR2T1	0	0	0	0
OR2T6	0	0	0	0
OR2T4	0	0	0	0
TBX22	31	35	84	48
LOC124900587	0	0	0	0
APOBEC3A_B	0	0	0	0
LOC105373032	0	0	0	0
NCF4	4	3	15	37
NCF4-AS1	0	0	2	0
PVALB	0	0	0	0
NDUFA9P1	40	44	18	23
RPL41P3	136	244	147	245
RBFOX2	15206	15419	15443	16785
APOL5	0	0	0	0
MRPS16P3	0	0	0	0
CABIN1	12221	12691	12790	14009
LOC105372959	0	0	2	0
GSTTP2	0	0	0	0
GSTT1	0	0	0	0
GSTT1-AS1	0	0	0	0
LOC391322	0	0	0	0
LOC100420769	0	0	0	0
EIF4EBP1P2	0	0	0	0
MTND1P13	0	0	0	0
GSTT4	0	2	0	0
GSTT2	2	3	9	1
DDT	3033	3083	5855	4993
DDTL	569	566	856	650
GSTT2B	1067	1010	1594	1733
LOC100652871	0	0	0	0
LOC100129358	1	2	0	6
MIF	25957	28734	40316	46736
MIF-AS1	4493	4875	6875	9195
RN7SL268P	0	0	0	0
SLC2A11	1268	1359	768	738
DERL3	10	2	4	4
SMARCB1	8888	9644	7335	9511
MMP11	36	52	12	27
LOC107985577	0	0	2	1
CHCHD10	6318	5217	3619	3763
C22orf15	8	8	16	6
LOC648771	0	0	0	0
LINC02557	0	0	0	0
LOC124905361	0	0	0	0
FAM230I	0	0	0	0
LINC01659	0	0	0	0
LOC107985555	0	1	5	0
ZDHHC8P1	22	28	31	39
CES5AP1	1	0	0	2
LL22NC03-63E9.3	0	0	0	0
PRAME	0	0	6	0
LOC105379601	0	0	0	0
LOC124905161	0	0	0	0
ZNF280A	0	0	1	0
LOC105379602	0	0	0	0
ZNF280B	0	0	0	0
LOC100736412	0	0	0	0
LOC105379603	0	0	0	0
IGLV5-37	0	0	0	0
LOC105379604	0	0	0	0
LOC102725003	0	0	0	0
LOC105379605	0	0	0	0
IGLV5-39	0	0	0	0
IGLV7-43	0	0	0	0
LOC102724999	0	0	0	0
IGLV5-45	0	0	0	0
SNORD159	35	66	125	139
LSS	11514	15562	12487	13390
SPATC1L	1309	1336	1095	1176
FTCD-AS1	0	2	2	0
FTCD	28	33	39	14
GART	25140	23355	23739	25356
DNAJC28	102	119	55	52
RPS5P3	0	0	1	0
TMEM50B	2300	2360	2010	1900
IFNGR2	16919	17264	17111	18023
C21orf62	4	0	0	0
C21orf62-AS1	146	174	13	11
PAXBP1	3679	3614	3409	3813
RNU4-45P	0	0	0	0
LOC100420035	0	0	0	0
LOC105379618	0	0	0	0
LINC00308	0	0	0	0
LOC100134423	0	0	0	0
BTG3-AS1	119	116	113	136
BTG3	3140	3924	6300	7187
LOC107987418	0	0	0	0
NEK4P1	0	0	0	0
LOC107985511	0	0	0	0
PCMTD2	6033	6796	2512	2746
MYT1	6	0	23	28
LOC105372727	0	0	0	0
NPBWR2	0	0	0	1
OPRL1	101	84	48	55
LOC105372721	0	0	0	0
KCNQ2	0	1	16	2
LOC105372704	86	67	136	88
TAF4	2289	2832	2386	2852
MIR1257	0	2	0	0
CDH4	2599	1790	2541	2646
LOC107985440	92	83	134	217
LOC107987425	0	0	0	0
LOC124905364	0	0	0	0
PCAT19	0	0	0	0
TPM3P5	2	0	4	1
PLEKHA3P1	2	3	11	2
LINC01480	3	10	20	34
LOC110467527	0	0	0	0
CEACAM21	0	0	0	6
CEACAMP3	0	0	0	0
DNAJC19P2	0	0	0	0
CEACAM4	0	0	0	0
DNAJC19P3	0	0	0	0
LOC105372405	0	0	0	0
CEACAM7	0	0	0	0
GPI	49358	58172	56813	67077
GARRE1	3406	3037	2868	2960
RPL29P33	7	4	9	2
LSM14A	11322	12718	10293	12399
ZNF92P2	0	0	0	0
PCGF7P	5	0	4	2
MTDHP5	0	0	0	0
VN1R85P	0	0	0	0
ZNF676	0	0	2	0
BNIP3P30	0	0	0	0
LOC107985324	0	0	0	0
BNIP3P31	0	0	0	0
ZNF43	0	0	0	0
BRI3BPP1	0	0	0	0
CCNYL6	5	1	7	1
ZNF100	558	718	646	809
VN1R84P	22	16	30	40
MTDHP4	0	2	0	0
MTDHP3	0	0	0	0
LOC400682	4	1	2	0
ZNF430	747	987	756	1096
LOC112268247	0	0	0	0
KRT18P40	0	0	0	0
ZNF85	106	122	288	273
LOC100418993	0	0	0	0
LOC100418992	0	0	0	0
LOC100418991	0	0	0	0
LOC100418990	0	0	0	0
LOC100418989	0	0	0	0
LOC100418988	0	0	0	0
LOC100418987	0	0	0	0
LOC100418986	0	0	0	0
BNIP3P24	0	0	0	0
ZNF66	0	4	6	18
VN1R79P	0	0	0	0
LOC100533638	0	0	0	0
LOC105372319	0	0	0	0
SBNO2	31234	30623	32331	32407
MED16	8741	8868	6838	6982
CFD	237	244	150	105
ELANE	15	28	4	2
PRTN3	55	67	13	42
AZU1	0	2	3	4
CTDP1	3506	3999	4576	4783
CTDP1-DT	1	20	16	9
LOC124904335	0	0	0	2
LOC284240	0	0	0	0
DSEL	13980	17523	6713	6116
LOC100422053	0	0	0	0
RPLP0P11	0	0	0	0
SKA1	217	214	1691	1908
LOC105372114	4	6	2	3
RNA5SP458	0	0	0	0
LOC124904095	13	9	15	19
TBCD	13911	14837	14897	15318
B3GNTL1	942	853	986	967
LOC124904094	535	595	316	350
METRNL	2281	2375	1084	2011
SEPTIN9	69781	67444	85402	90920
LOC107984143	0	0	0	0
SEPTIN9-DT	30	25	45	73
LACAT1	4	0	2	9
MYL6P5	0	0	0	0
RDM1P4	0	0	0	0
LOC107984156	0	0	0	0
LOC100294336	0	0	0	0
LOC101929775	0	0	0	0
LOC124905344	0	0	0	0
LOC124905346	0	0	0	0
LOC107984142	0	0	0	0
LOC100996747	0	0	0	0
LOC100996745	0	0	0	0
LOC124905343	0	0	0	0
LOC124905345	0	0	0	0
LOC124905342	0	0	0	0
LOC124905347	0	0	0	0
LOC105371799	0	0	0	0
RN7SL656P	2	0	2	0
LRRC37A	42	49	49	37
LOC100996709	0	0	0	0
NSFP1	0	0	0	0
LOC101929774	0	0	0	0
KRTAP16-1	0	0	0	0
KRTAP17-1	0	0	0	0
TBC1D3P7	0	0	2	2
KRT33A	0	0	2	5
LOC105371778	0	0	0	0
KRT33B	0	0	0	0
KRT34	2	12	22	42
LOC100653049	0	0	0	0
KRT31	0	0	0	2
KRT41P	0	0	0	3
LOC100505782	0	0	0	0
KRT37	0	1	0	0
KRTAP9-3	0	0	0	0
KRTAP9-8	0	0	0	0
KRTAP4-12	0	0	0	0
KRTAP4-11	0	0	0	0
KRTAP4-9	0	0	0	0
KRTAP4-16	0	0	0	0
KRTAP4-8	0	0	0	0
LOC100996750	0	0	0	0
KRTAP2-5P	0	0	0	0
KRTAP2-4	0	0	0	0
KRTAP2-3	0	0	1	8
KRTAP2-2	0	0	0	0
KRTAP2-1	0	0	0	0
KRTAP1-1	0	0	0	0
KRTAP1-3	0	2	0	0
KRTAP1-4	0	0	0	0
KRTAP1-5	0	0	0	0
KRTAP3-1	0	0	0	0
KRTAP3-4P	0	0	0	0
KRTAP3-2	0	0	0	2
KRTAP3-3	0	0	0	0
KRT40	0	0	0	0
KRT39	2	0	0	0
LOC107985072	109	91	22	61
KRT23	224	344	72	464
KRT20	0	0	0	2
KRT12	0	0	0	0
LOC105371777	46	53	27	79
C17orf98	1	0	2	0
MIR4727	4	0	2	0
CWC25	1614	2002	1726	2167
PIP4K2B	13844	14916	15842	16780
RNU6-866P	0	0	0	0
PSMB3	9401	10329	10472	10996
TRN-GTT2-5	0	0	0	1
LOC100287808	47	49	24	57
PCGF2	1861	2222	2000	2309
RNA5SP440	0	0	0	0
CISD3	1960	2098	1466	1759
MIR4726	0	0	0	0
LOC105371762	2	3	16	9
MLLT6	17652	20054	15518	18109
MIR4734	0	5	2	2
LOC105371763	136	151	124	92
EPOP	786	866	1635	1692
LOC105371761	2	0	15	4
SRCIN1	451	371	328	358
LOC101929494	4	14	22	32
ARHGAP23	2644	2895	5093	6159
SOCS7	9574	8674	8127	8424
GPR179	32	23	8	4
MRPL45	7461	8455	6351	6755
LOC105371760	0	0	0	0
NPEPPSP1	657	575	530	657
TBC1D3	1	5	12	13
LOC102723933	0	0	0	0
RNA5SP526	0	0	0	0
TBC1D3E	203	228	210	227
LOC102723851	3	4	13	0
RNU6-489P	0	0	0	0
YWHAEP7	1	0	0	0
LOC105371757	0	0	0	0
LOC105371754	4	0	0	0
LOC107985009	0	0	0	0
HNF1B	0	0	0	0
MIR378J	24	20	37	38
DDX52	6724	7623	6624	8725
LOC105371755	0	0	0	0
SYNRG	6374	6909	4996	5793
DUSP14	3164	3434	4016	4577
LOC100419621	31	25	28	35
TADA2A	1290	1288	1002	1129
C17orf78	0	0	4	2
SNORA90	0	0	0	0
RPL18AP12	0	0	1	0
HMGB1P24	66	76	29	50
RPS2P49	52	59	41	53
ACACA	53240	52903	55747	61005
LOC105371753	0	0	0	4
MIR2909	8	4	1	12
AATF	4387	4906	4637	6242
LHX1	20	20	64	78
LHX1-DT	8	0	0	3
LOC105371750	10	13	0	0
LOC105379600	0	0	0	0
LOC105371751	0	0	0	0
LOC105376836	0	0	0	0
MRM1	947	945	775	737
LOC107985031	33	17	102	86
DHRS11	670	573	616	604
RPS2P50	2	6	12	12
GGNBP2	5370	6324	5696	6640
PIGW	1605	1568	1395	1664
MYO19	5653	6551	9664	10336
RNA5SP439	0	2	0	0
ZNHIT3	1230	1506	1151	1508
LOC105371749	5	5	1	2
TBC1D3JP	4	0	2	3
TBC1D3F	37	56	54	41
RNU6-1192P	0	0	0	0
TBC1D3H	5	3	3	0
LOC100420852	0	0	0	2
LOC102723414	0	0	0	0
LOC101060212	249	141	243	180
LOC102724956	0	0	0	0
LOC105371747	0	0	0	0
CCL23	0	0	0	0
CCL15	0	0	0	0
CCL15-CCL14	0	0	0	0
CCL14	0	0	0	0
CCL16	0	0	0	0
LYZL6	0	0	0	0
RDM1	20	27	64	80
LOC124903988	1	2	10	5
LOC100133244	10	2	8	10
LRRC37A9P	0	6	11	7
LRRC37A8P	18	24	43	32
CCL5	14	8	10	28
LOC105371745	15	7	20	14
LOC107985049	0	2	0	0
HEATR9	3	3	1	0
TAF15	7776	9290	3482	4888
MMP28	8952	9296	10523	12110
SERPINF1	1379	2230	176	241
SERPINF2	2106	2936	507	694
WDR81	11244	14261	11686	12343
MIR22	0	0	0	0
MIR22HG	2129	2789	2438	3033
TLCD2	3017	3035	546	649
PRPF8	79335	87745	84621	98845
RILP	1137	1367	367	465
SCARF1	277	445	190	190
LOC124904121	14	11	2	8
RN7SL105P	2	13	4	6
SLC43A2	12845	19619	7187	8008
CRK	14645	15155	15126	16818
YWHAE	46449	57281	48237	61016
ABR-AS1	0	0	0	0
MRPL14P1	0	0	0	0
LOC105371480	296	317	88	109
LOC101929045	0	0	0	0
LINC02091	0	0	0	0
DOC2B	10	0	12	2
SCGB1C2	0	0	0	0
LOC101929828	0	0	0	0
LOC101929823	49	43	14	26
GTF2IP17	0	0	0	0
LOC124904108	0	0	0	0
LOC102723777	4	0	3	4
LOC101929817	57	40	43	89
UTP4	6793	6296	7138	7336
RNU6-22P	0	0	0	0
SNTB2	10796	11393	11392	11522
CES5A	0	0	0	0
CES1	3026	2534	1052	933
LOC107987423	0	0	0	0
LOC441750	0	0	0	0
LOC100133127	0	0	0	0
LOC105371105	0	0	0	0
NPIPA7	27	47	34	43
MIR6511A3	0	0	0	0
PKD1P2	1228	1017	932	818
MIR6770-2	0	0	0	0
MIR6511A2	0	0	0	0
PKD1P1	3110	2364	3261	2923
MIR3180-2	0	0	0	0
MIR3670-2	0	0	0	0
MIR3179-2	0	0	0	0
LOC105371099	0	0	0	0
NOMO3	1777	1841	2149	2270
LOC105371100	0	0	0	0
ABCC6	17	36	8	21
RPL17P40	0	0	0	2
ABCC1	16727	16000	21682	21285
RPL15P20	0	0	0	0
LOC107984869	0	0	0	0
RNU6-213P	11	26	4	6
CEP20	5730	6109	5070	5717
LOC124903651	14	0	6	0
LOC124903650	0	0	0	6
MYH11	47	34	74	58
NDE1	3676	3994	6644	7337
MIR484	0	0	0	0
LOC124903649	15	33	39	31
MIR6506	0	0	0	0
MARF1	11886	12880	8892	10080
LOC105371102	0	0	0	0
BMERB1	130	160	157	172
MPV17L	0	2	10	4
NPIPA5	235	178	152	169
LOC105371103	0	0	0	0
ABCC6P1	2	0	0	2
ABCC6P2	0	0	0	0
NOMO1	16326	17535	16946	18737
MIR3179-1	0	0	0	3
MIR3670-1	0	0	0	0
MIR3180-1	0	0	0	0
MIR1972-1	21	9	2	8
LOC728138	44	50	22	11
LOC124900586	0	0	0	0
NPIPA1	2	0	1	0
LOC124905360	0	0	0	0
MIR3179-3	0	0	0	0
MIR3670-3	0	0	0	0
MIR3180-3	0	0	0	0
LOC102724992	0	0	0	0
MIR6511A1	0	0	0	0
LOC100288162	117	107	100	86
MIR6770-1	0	0	0	0
NPIPA2	11	9	13	3
PKD1	36746	31408	24969	23705
LOC102724984	0	0	0	0
MIR1972-2	0	0	0	0
NTAN1	1129	1421	1759	2063
RRN3	9844	8809	10135	10147
LOC100505915	4	6	10	24
NPIPP1	145	174	186	241
NPIPA8	1	0	0	1
MIR6511B2	0	0	0	0
PKD1P6-NPIPP1	69	49	27	32
PDXDC1	12178	13860	11737	14355
MIR4516	2	0	1	0
MIR3180-4	0	0	0	0
LOC105371096	0	0	0	0
LOC105371097	0	0	0	0
LOC100652777	0	0	0	0
NPIPA3	20	10	3	9
PLA2G10	0	7	2	2
RNU7-125P	2	0	3	6
BFAR	5593	6415	6921	7672
RN7SL274P	0	0	0	0
LOC107984865	599	359	325	378
LOC105371094	8	28	6	8
PARN	5529	5993	5563	7193
CDIP1	937	1044	1368	1532
LOC124903636	1	0	2	0
HMOX2	4725	5356	6982	7944
NMRAL1	3460	3715	3300	3661
DNAJA3	12915	12677	10343	11391
LOC124903635	26	12	8	7
VASN	437	403	189	229
CORO7	229	240	420	386
PAM16	45	14	4	8
CORO7-PAM16	0	0	0	0
GLIS2-AS1	6	2	2	4
GLIS2	1972	2005	1219	1213
HS3ST6	6	10	2	4
LINC02124	0	0	0	0
LINC00254	0	0	0	0
CAPN15	10345	9415	16968	16053
LINC00235	78	63	76	78
LOC107987417	10	11	11	13
RAB11FIP3	5777	5561	5615	5585
DECR2	4119	4073	3177	3001
CPEB1	11	11	2	10
RPS17	50705	66277	45124	61617
DNM1P38	2	5	0	8
GOLGA6L17P	12	2	12	12
LOC105370926	0	2	0	2
GOLGA2P10	2327	2301	1889	1807
CSPG4P10	24	26	59	50
UBE2Q2P6	8	10	17	11
LOC102724034	0	0	1	0
GOLGA6L9	1010	893	1227	1299
RPL9P8	39419	45901	36675	41103
UBE2Q2P2	210	221	292	286
GOLGA6L4	23	44	48	51
DNM1P41	3	29	9	11
LOC103171574	9	0	3	12
UBE2Q2L	28	24	23	40
LOC440300	3	10	11	72
LOC105379597	0	0	0	0
LOC101929479	188	182	155	178
LOC727751	257	190	171	163
GOLGA6L10	41	37	53	52
DNM1P43	0	0	0	0
ADAMTS7P1	13	12	43	24
MIR4311	0	0	0	0
LOC105370867	0	0	0	0
MEGF11	20	23	0	5
RNU1-119P	0	0	0	0
LOC105370798	0	0	0	0
SORD2P	133	179	269	226
TRIM69	105	106	78	98
LOC100419583	1810	2277	1101	1217
MIR10393	0	0	0	0
B2M	56272	70953	49895	54371
PATL2	48	46	6	24
LOC124905363	0	0	0	0
LOC124905362	0	0	0	0
LOC107987422	0	0	0	0
CYFIP1	28835	30823	29881	31022
GOLGA8IP	1	0	0	2
RN7SL495P	0	0	0	0
LOC101927846	0	0	0	0
LOC100419579	7	6	2	2
HERC2P2	5673	4992	5393	5240
HERC2P7	16	48	2	0
LOC112268161	0	0	0	0
LOC124900585	0	0	0	0
MPHOSPH10P9	0	0	0	0
RN7SL545P	0	0	0	0
GOLGA8EP	0	0	0	0
SPATA31E3P	0	0	0	0
LOC441711	321	357	318	303
LOC102724737	1	0	0	0
LOC107987218	0	0	0	0
FAM30C	9	9	1	2
LOC124903444	0	0	0	2
OR4M2B	0	0	0	0
LOC124903610	0	0	0	0
OR4H6BP	0	0	1	0
LOC107987217	0	0	0	0
LINC02203	0	4	0	0
OR11J1P	0	0	0	0
OR11J2P	0	2	0	0
LOC124905359	0	0	0	0
MIR5701-2	0	0	0	0
LOC124900634	0	0	0	0
NF1P9	0	0	0	0
LOC105369227	0	0	0	4
VN1R62P	0	0	0	0
LOC124900632	0	0	0	0
MIR3118-3	0	0	0	0
POTEB3	1	3	0	6
GRAMD4P6	0	0	0	1
CXADRP2	2	3	0	12
LONRF2P4	0	10	2	4
LOC112268154	0	0	0	0
RNU6-1235P	0	0	0	0
LOC105379593	0	0	0	0
LOC646214	959	1278	461	589
LOC124900633	0	0	0	0
NBEAP4	53	60	47	34
LOC105370714	127	137	64	93
IGHV5-78	0	0	3	0
MIR5195	0	0	0	0
IGHVIII-76-1	0	7	5	2
IGHV3-76	2	4	1	0
IGHV3-75	11	10	2	2
IGHVII-74-1	2	2	0	0
IGHV3-74	18	25	15	15
IGHV3-73	9	7	7	6
IGHV3-72	0	4	0	0
IGHV3-71	0	0	3	0
IGHV2-70	0	0	0	0
IGHV1-69D	0	0	0	0
IGHV1-69-2	0	0	0	0
IGHV3-69-1	0	0	0	0
IGHV2-70D	0	0	0	0
IGHV1-69	0	0	0	0
IGHV1-68	0	0	0	0
IGHVIII-67-4	0	0	0	0
IGHVIII-67-3	0	0	0	0
IGHVIII-67-2	0	0	0	0
IGHVII-67-1	0	0	0	0
SLC20A1P1	0	0	0	0
IGHV1-67	0	0	0	0
IGHV3-66	0	0	0	0
IGHVII-65-1	0	0	0	0
IGHV3-65	0	0	0	0
LOC102724977	0	0	0	0
IGHV3-64	0	0	0	0
GOLGA4P3	0	0	0	0
IGHV3-63	0	0	0	2
IGHVII-62-1	0	0	0	0
IGHV3-62	0	0	0	0
IGHV4-61	0	0	0	0
IGHVII-60-1	0	0	0	0
RNA5SP389	0	0	0	0
IGHV3-60	0	0	0	0
IGHV4-59	0	0	0	0
IGHV1-58	0	0	0	0
IGHV3-57	0	0	0	0
IGHV7-56	0	0	0	0
IGHV4-55	0	0	0	0
IGHV3-54	0	0	0	0
IGHVII-53-1	0	0	0	0
IGHV3-53	0	0	0	0
IGHV3-52	0	0	0	0
IGHVII-51-2	0	0	0	0
IGHV8-51-1	0	0	0	0
IGHV5-51	0	0	0	0
IGHV3-50	0	0	0	0
IGHVII-49-1	0	0	0	0
IGHV3-49	0	0	0	0
IGHV3-48	0	0	0	0
IGHVIII-47-1	0	0	0	0
IGHV3-47	0	0	0	0
IGHVII-46-1	0	0	0	0
IGHV1-46	0	0	0	0
IGHV1-45	0	0	0	0
IGHVII-44-2	0	0	0	0
IGHVIV-44-1	0	0	0	0
LINC00221	0	0	0	0
IGHVIII-44	0	0	0	0
IGHVII-43-1	0	0	0	0
IGHV3-43	0	0	0	0
IGHV3-42	0	0	0	0
HOMER2P1	0	0	0	0
IGHV3-41	0	0	0	0
IGHVII-40-1	0	0	0	0
IGHV7-40	0	0	0	0
IGHV4-39	0	0	0	0
IGHVIII-38-1	0	0	0	0
IGHV3-38	0	0	0	0
IGHV3-37	0	0	0	0
IGHV3-36	0	0	0	0
IGHV3-35	0	0	0	0
IGHV7-34-1	0	0	0	0
IGHV4-34	0	0	0	0
IGHV3-33-2	0	0	0	0
IGHVII-33-1	0	0	0	0
IGHV3-33	0	0	0	0
GOLGA4P1	0	0	0	0
IGHV3-32	0	0	0	0
IGHVII-30-21	0	0	0	0
IGHV4-30-2	0	0	0	0
IGHV3-30-2	0	0	0	0
IGHVII-30-1	0	0	0	0
IGHV3-30	0	0	0	0
GOLGA4P2	0	0	0	0
IGHV3-29	0	0	0	3
IGHVII-28-1	0	0	4	0
IGHV4-28	0	0	0	0
IGHV7-27	0	0	0	0
IGHVII-26-2	0	0	0	0
IGHVIII-26-1	0	0	0	0
IGHV2-26	0	0	0	0
IGHVIII-25-1	0	0	0	0
IGHV3-25	0	0	0	0
LINC00226	0	0	0	0
HOMER2P2	0	0	0	0
IGHV1-24	0	0	0	0
IGHV3-23	0	0	0	0
IGHVIII-22-2	0	0	0	0
IGHVII-22-1	0	0	0	0
IGHV3-22	0	0	0	0
IGHV3-21	0	0	0	0
IGHVII-20-1	0	0	0	0
IGHV3-20	0	0	0	0
IGHV3-19	0	0	0	0
LOC105370700	0	0	0	0
IGHV1-18	0	0	0	0
SLC20A1P2	0	0	0	0
IGHV1-17	0	0	0	0
IGHVIII-16-1	0	0	0	0
IGHV3-16	0	0	0	0
IGHVII-15-1	0	0	0	0
IGHV3-15	0	0	0	0
IGHV1-14	0	0	0	0
IGHVIII-13-1	0	0	0	0
IGHV3-13	0	0	0	0
IGHV1-12	0	0	0	0
IGHVIII-11-1	0	0	0	0
IGHV3-11	0	0	0	0
IGHV5-10-1	0	0	0	0
IGHV3-64D	0	0	0	0
IGHV3-7	0	0	0	0
IGHV3-6	0	0	0	0
IGHVIII-5-2	0	0	0	0
IGHVIII-5-1	0	0	0	0
IGHV2-5	0	0	0	0
IGHV7-4-1	0	0	0	0
IGHV4-4	0	0	0	0
LOC107984634	0	0	0	0
IGHV1-3	0	0	0	0
IGHVIII-2-1	0	0	0	0
IGHV1-2	0	0	0	0
RPS8P1	264	328	173	287
ADAM6	0	0	0	0
IGHVII-1-1	0	0	0	0
IGHV6-1	0	0	0	0
IGHD1-1	0	0	0	0
FAM30A	8	0	0	0
IGHD2-2	0	0	0	0
IGHD3-3	0	0	0	0
IGHD4-4	0	0	0	0
IGHD5-5	0	0	0	0
IGHD6-6	0	0	0	0
IGHD1-7	0	0	0	0
IGHD2-8	0	0	0	0
IGHD3-9	0	0	0	0
IGHD3-10	0	0	0	0
IGHD4-11	0	0	0	0
IGHD5-12	0	0	0	0
IGHD6-13	0	0	0	0
IGHD1-14	0	0	0	0
IGHD2-15	0	0	0	0
IGHD3-16	0	0	0	0
IGHD4-17	0	0	0	0
IGHD5-18	0	0	0	0
IGHD6-19	0	0	0	0
IGHD1-20	0	0	0	0
IGHD2-21	0	0	0	0
IGHD3-22	0	0	0	0
IGHD4-23	0	0	0	0
IGHD5-24	0	0	0	0
IGHD6-25	0	0	0	0
IGHD1-26	0	0	0	0
IGHJ1P	0	0	0	0
IGHD7-27	0	0	0	0
IGHJ1	0	0	0	0
IGHJ2	0	0	0	0
IGHJ2P	0	0	0	0
IGHJ3	0	0	0	0
IGHJ4	0	0	0	0
IGHJ5	2	0	0	0
IGHJ3P	0	0	0	0
IGHJ6	0	0	0	0
MIR4537	0	0	0	0
MIR4538	0	0	0	0
MIR4507	0	0	0	0
MIR4539	0	0	0	0
IGHM	0	0	0	0
IGHD	0	0	0	0
ATP6V1G1P1	0	0	0	0
IGHG3	0	0	0	0
LOC105378184	0	0	0	0
IGHG1	0	0	3	0
IGHEP1	0	0	0	0
IGHA1	0	0	0	2
ELK2AP	0	0	0	0
IGHGP	0	0	0	0
IGHG2	0	0	0	0
MIR8071-2	0	0	0	0
IGHG4	0	0	2	0
MIR8071-1	0	0	0	0
IGHE	1	0	5	9
IGHA2	0	0	0	2
IGH	0	0	0	0
LOC107987414	0	0	0	0
LOC105370698	0	0	0	2
ELK2BP	0	0	1	1
ATP5MC1P1	0	0	0	0
LOC105370697	0	0	0	0
TMEM179	0	0	0	0
C14orf180	0	0	0	0
LOC124903395	0	0	0	0
CEND1P1	0	0	0	0
SERPINA1	19135	22515	14146	19857
SERPINA2	0	0	0	4
SERPINA6	6	2	0	0
SERPINA10	0	0	0	0
PPP4R4	65	66	75	64
LOC105370634	0	0	0	0
IFI27L2	310	411	523	676
IFI27	231	422	282	348
IFI27L1	225	348	392	364
DDX24	8476	9635	9742	11806
OTUB2	929	831	1101	1130
CCDC197	1	0	0	0
LOC124903368	0	0	0	0
LOC107984663	0	0	4	0
MIR4506	0	0	0	0
ASB2	0	2	38	41
FAM181A	0	0	4	4
FAM181A-AS1	0	0	0	0
LOC105370631	0	4	0	0
PRIMA1	109	104	67	73
RNU6-1258P	0	0	0	0
COX8C	0	0	0	0
UNC79	114	83	35	41
RPL36AP4	0	2	0	0
BTBD7	11054	11426	9657	10423
RPL18AP1	0	0	0	0
UBR7	3658	4027	4403	4857
GON7	1147	1314	1019	1276
TMEM251	1050	1054	1163	1199
MOAP1	3034	3180	2652	2918
CYB5AP3	0	0	0	0
ITPK1-AS1	19	5	6	8
ITPK1	11829	11938	10837	11094
CHGA	0	0	13	13
LINC02287	0	0	0	0
LINC02833	0	0	0	0
TC2N	8190	7663	4322	4757
